"","V1","V2","V3","V4","V5"
"cur_sta.2963","Tangled Up!","NA","0","NA","0"
"cur_sta.2964","Adventure Lamp","NA","0","NA","0"
"cur_sta.2965","No1Left","NA","0","NA","0"
"cur_sta.2966","Elephant Express VR","NA","0","NA","0"
"cur_sta.2967","Push For Emor","NA","0","NA","0"
"cur_sta.2968","Block Wave VR","NA","0","NA","0"
"cur_sta.2969","CoLab","NA","0","NA","0"
"cur_sta.2970","Undead vs Plants","NA","0","NA","0"
"cur_sta.2971","Metal Noise","NA","0","NA","0"
"cur_sta.2972","The Hateful Dead","NA","0","NA","0"
"cur_sta.2973","Baru and the Spirit Prince","NA","0","NA","0"
"cur_sta.2974","Marrow","NA","0","NA","0"
"cur_sta.2975","Quell Zen","NA","0","NA","0"
"cur_sta.2976","AquaNimble","NA","0","NA","0"
"cur_sta.2977","The Food Run","NA","0","NA","0"
"cur_sta.2978","Patterna","NA","0","NA","0"
"cur_sta.2979","Princess Kidnapper VR","NA","0","NA","0"
"cur_sta.2980","Citadel","NA","0","NA","0"
"cur_sta.2981","Raptor Valley","NA","0","NA","0"
"cur_sta.2982","Congo Merc","NA","0","NA","0"
"cur_sta.2983","The Rise of Captain Longbeard","NA","0","NA","0"
"cur_sta.2984","Defect","NA","
                                2
                            ","NA","0"
"cur_sta.2985","Dawn of Warriors","NA","0","NA","0"
"cur_sta.2986","SWAM","NA","0","NA","0"
"cur_sta.2987","Best Buds vs Bad Guys","NA","0","NA","0"
"cur_sta.2988","Herding Dog","NA","
                                2
                            ","NA","0"
"cur_sta.2989","Human, we have a problem","NA","0","NA","0"
"cur_sta.2990","Dog Fight","NA","0","NA","0"
"cur_sta.2991","Momentum","NA","0","NA","0"
"cur_sta.2992","Zeus vs Monsters - Math Game for kids","NA","0","NA","0"
"cur_sta.2993","VR Snowballs","NA","0","NA","0"
"cur_sta.2994","Cerdocornio","NA","0","NA","0"
"cur_sta.2995","Bugspeed Collider","NA","0","NA","0"
"cur_sta.2996","Twisty's Asylum Escapades","NA","0","NA","0"
"cur_sta.2997","Dead End Junction","NA","0","NA","0"
"cur_sta.2998","21 Steps to Soul","NA","0","NA","0"
"cur_sta.2999","Antiflux","NA","0","NA","0"
"cur_sta.3000","City Play","NA","0","NA","0"
"cur_sta.3001","Yrminsul","NA","0","NA","0"
"cur_sta.3002","L U N E","NA","0","NA","0"
"cur_sta.3003","Gunslinger Trainer","NA","0","NA","0"
"cur_sta.3004","King Oddball","NA","0","NA","0"
"cur_sta.3005","Jerry Rice & Nitus' Dog Football","NA","0","NA","0"
"cur_sta.3006","Tribe Of Pok","NA","0","NA","0"
"cur_sta.3007","GAIN","NA","0","NA","0"
"cur_sta.3008","Fighters Unleashed","NA","0","NA","0"
"cur_sta.3009","Steamroll","NA","
                                1
                            ","NA","0"
"cur_sta.3010","Saga of the North Wind","NA","0","NA","0"
"cur_sta.3011","Warka Flarka Flim Flam","NA","0","NA","0"
"cur_sta.3012","Twixel","NA","0","NA","0"
"cur_sta.3013","Wild Arena","NA","0","NA","0"
"cur_sta.3014","Bowling at the Lake","NA","0","NA","0"
"cur_sta.3015","Super Intergalactic Gang","NA","
                                1
                            ","NA","0"
"cur_sta.3016","Ghostlight Manor","NA","0","NA","0"
"cur_sta.3017","Where's My What?","NA","0","NA","0"
"cur_sta.3018","Sinful Eden","NA","0","NA","0"
"cur_sta.3019","Run The Gamut","NA","0","NA","0"
"cur_sta.3020","VR Disc Golf","NA","0","NA","0"
"cur_sta.3021","Zero Gravity","NA","0","NA","0"
"cur_sta.3022","Space Badminton VR","NA","0","NA","0"
"cur_sta.3023","The Hidden Dragon","NA","0","NA","0"
"cur_sta.3024","Magnetta","NA","0","NA","0"
"cur_sta.3025","Project Lounge","NA","0","NA","0"
"cur_sta.3026","Maze Roller","NA","0","NA","0"
"cur_sta.3027","Habitus","NA","0","NA","0"
"cur_sta.3028","Reagan Gorbachev","NA","
                                2
                            ","NA","0"
"cur_sta.3029","Black Forest","NA","0","NA","0"
"cur_sta.3030","The Cold War Era","NA","0","NA","0"
"cur_sta.3031","Chaos Of Hearts","NA","0","NA","0"
"cur_sta.3032","Galactic Fighters","NA","0","NA","0"
"cur_sta.3033","Discouraged Workers TEEN","NA","0","NA","0"
"cur_sta.3034","WAR7","NA","0","NA","0"
"cur_sta.3035","Perfect","NA","0","NA","0"
"cur_sta.3036","Adventure Of Thieves","NA","0","NA","0"
"cur_sta.3037","Evil Robot Traffic Jam HD","NA","0","NA","0"
"cur_sta.3038","Link","NA","0","NA","0"
"cur_sta.3039","Glitchrunners","NA","0","NA","0"
"cur_sta.3040","Parasite","NA","0","NA","0"
"cur_sta.3041","Jet Set Knights","NA","0","NA","0"
"cur_sta.3042","Boxing Saga","NA","0","NA","0"
"cur_sta.3043","Juno's Darkest Hour","NA","0","NA","0"
"cur_sta.3044","Endica VII The Dream King","NA","0","NA","0"
"cur_sta.3045","The Frontier","NA","0","NA","0"
"cur_sta.3046","Green Ranch","NA","0","NA","0"
"cur_sta.3047","Pinball Parlor","NA","0","NA","0"
"cur_sta.3048","Space Junk Patrol","NA","0","NA","0"
"cur_sta.3049","Duckpocalypse","NA","0","NA","0"
"cur_sta.3050","LightWalk","NA","0","NA","0"
"cur_sta.3051","One More Night","NA","0","NA","0"
"cur_sta.3052","Airship Asunder","NA","0","NA","0"
"cur_sta.3053","Blackfaun","NA","0","NA","0"
"cur_sta.3054","Jump Tanks","NA","0","NA","0"
"cur_sta.3055","Summer Times Afternoon","NA","0","NA","0"
"cur_sta.3056","RC Racing Off Road 2.0","NA","0","NA","0"
"cur_sta.3057","Empire of the Gods","NA","0","NA","0"
"cur_sta.3058","Hotel Blind","NA","0","NA","0"
"cur_sta.3059","A Long Way Home","NA","0","NA","0"
"cur_sta.3060","LUMBERMANCER","NA","0","NA","0"
"cur_sta.3061","Comit the Astrodian","NA","0","NA","0"
"cur_sta.3062","Stormworm+","NA","0","NA","0"
"cur_sta.3063","Nebula","NA","0","NA","0"
"cur_sta.3064","Dogfight Elite","NA","0","NA","0"
"cur_sta.3065","Wondershot","NA","
                                1
                            ","NA","0"
"cur_sta.3066","InterSection","NA","0","NA","0"
"cur_sta.3067","Rewind","NA","0","NA","0"
"cur_sta.3068","AmaranTime","NA","0","NA","0"
"cur_sta.3069","Ancient VR Coaster","NA","0","NA","0"
"cur_sta.3070","Trizeal Remix","NA","
                                1
                            ","NA","0"
"cur_sta.3071","Jewel bits","NA","0","NA","0"
"cur_sta.3072","Starfighter Arduxim","NA","0","NA","0"
"cur_sta.3073","Leviathan Starblade","NA","0","NA","0"
"cur_sta.3074","VR Laser Harp","NA","0","NA","0"
"cur_sta.3075","Bloxitivity","NA","
                                3
                            ","NA","0"
"cur_sta.3076","Sorcery! Part 4","NA","
                                2
                            ","NA","0"
"cur_sta.3077","Tank Hero VR","NA","0","NA","0"
"cur_sta.3078","Ranger of the Jungle","NA","0","NA","0"
"cur_sta.3079","Whitetail Challenge","NA","0","NA","0"
"cur_sta.3080","Boulder Dash - 30th Anniversary","64","
                                4
                            ","NA","0"
"cur_sta.3081","Asteroid Blaster VR","NA","0","NA","0"
"cur_sta.3082","BellyBots","NA","0","NA","0"
"cur_sta.3083","Duplexer","NA","0","NA","0"
"cur_sta.3084","Maneki's Curse","NA","0","NA","0"
"cur_sta.3085","King Machine","NA","
                                2
                            ","NA","0"
"cur_sta.3086","Nanuleu","NA","0","NA","0"
"cur_sta.3087","Fall of Gyes","NA","0","NA","0"
"cur_sta.3088","Gardenarium","NA","0","NA","0"
"cur_sta.3089","Cogito","NA","0","NA","0"
"cur_sta.3090","One Man Is Not No Man","NA","0","NA","0"
"cur_sta.3091","Fancy Trangram VR","NA","0","NA","0"
"cur_sta.3092","KILL","NA","0","NA","0"
"cur_sta.3093","Deathwave","NA","0","NA","0"
"cur_sta.3094","DodgeBall Blitz","NA","0","NA","0"
"cur_sta.3095","Endless Labyrinth","NA","0","NA","0"
"cur_sta.3096","Felis","NA","0","NA","0"
"cur_sta.3097","Ascension VR","NA","0","NA","0"
"cur_sta.3098","Black Hole Hazard","NA","0","NA","0"
"cur_sta.3099","Incursion The Thing","NA","0","NA","0"
"cur_sta.3100","Square Arena","NA","0","NA","0"
"cur_sta.3101","The Incredible Baron","NA","
                                3
                            ","NA","0"
"cur_sta.3102","Pro Strategy Football 2016","NA","0","NA","0"
"cur_sta.3103","Friday Night Bullet Arena","NA","0","NA","0"
"cur_sta.3104","A Verdant Hue","NA","0","NA","0"
"cur_sta.3105","Led It Rain","NA","0","NA","0"
"cur_sta.3106","Farm Tribe 2","NA","0","NA","0"
"cur_sta.3107","Lectrovolt II","NA","0","NA","0"
"cur_sta.3108","Faceted Flight","NA","0","NA","0"
"cur_sta.3109","Burokku Girls","NA","0","NA","0"
"cur_sta.3110","Shuttle Siege","NA","0","NA","0"
"cur_sta.3111","MIGHT","NA","0","NA","0"
"cur_sta.3112","Horizon Of History","NA","0","NA","0"
"cur_sta.3113","Marblize","NA","0","NA","0"
"cur_sta.3114","PANIC at Multiverse High!","NA","0","NA","0"
"cur_sta.3115","Book Of MerLin","NA","0","NA","0"
"cur_sta.3116","Tropical Fish Shop 2","NA","0","NA","0"
"cur_sta.3117","Z-Exemplar","NA","0","NA","0"
"cur_sta.3118","Santa's Christmas Solitaire","NA","0","NA","0"
"cur_sta.3119","T-Kara Puzzles","NA","0","NA","0"
"cur_sta.3120","The Caretaker: Dungeon Nightshift","NA","0","NA","0"
"cur_sta.3121","ChessVR","NA","0","NA","0"
"cur_sta.3122","Mazement","NA","0","NA","0"
"cur_sta.3123","Diorama Battle of NINJA","NA","0","NA","0"
"cur_sta.3124","Virtual Rogue","NA","
                                1
                            ","NA","0"
"cur_sta.3125","Bazaar","NA","
                                1
                            ","NA","0"
"cur_sta.3126","Base Raid","NA","0","NA","0"
"cur_sta.3127","Ghost Train VR","NA","0","NA","0"
"cur_sta.3128","CloudBound","NA","0","NA","0"
"cur_sta.3129","Galactineers","NA","0","NA","0"
"cur_sta.3130","Survival Kingdom","NA","0","NA","0"
"cur_sta.3131","Minus Zero","NA","0","NA","0"
"cur_sta.3132","Race & Destroy","NA","0","NA","0"
"cur_sta.3133","Tiny Knight","NA","0","NA","0"
"cur_sta.3134","Free Balling","NA","0","NA","0"
"cur_sta.3135","City VR","NA","0","NA","0"
"cur_sta.3136","Sword 'N' Board","NA","0","NA","0"
"cur_sta.3137","Danger Room","NA","0","NA","0"
"cur_sta.3138","Saving Harmony","NA","0","NA","0"
"cur_sta.3139","Suppressed","NA","0","NA","0"
"cur_sta.3140","Marcus Level","NA","0","NA","0"
"cur_sta.3141","WinKings","NA","
                                2
                            ","NA","0"
"cur_sta.3142","Side Quest","NA","0","
8.0
    ","6 Ratings"
"cur_sta.3143","ERR - 001","NA","0","NA","0"
"cur_sta.3144","Crash Landing","NA","0","NA","0"
"cur_sta.3145","Cubikolor","NA","0","NA","0"
"cur_sta.3146","OneManVurgeR","NA","0","NA","0"
"cur_sta.3147","God Simulator","NA","0","NA","0"
"cur_sta.3148","RX squad","NA","0","NA","0"
"cur_sta.3149","Super Treasure Arena","NA","0","NA","0"
"cur_sta.3150","Next Stop 2","NA","0","NA","0"
"cur_sta.3151","Zombie Gotchi","NA","0","NA","0"
"cur_sta.3152","Mystic Defense","NA","0","NA","0"
"cur_sta.3153","Survival VR","NA","0","NA","0"
"cur_sta.3154","ZombiesTown VR","NA","0","NA","0"
"cur_sta.3155","PitchFork","NA","0","NA","0"
"cur_sta.3156","TORSION","NA","0","NA","0"
"cur_sta.3157","Detective Hank and the Golden Sneeze","NA","0","NA","0"
"cur_sta.3158","Too Angry to Space","NA","
                                1
                            ","NA","0"
"cur_sta.3159","Beat Ninja","NA","0","NA","0"
"cur_sta.3160","Selenon Rising","NA","0","NA","0"
"cur_sta.3161","Robot Incursion","NA","0","NA","0"
"cur_sta.3162","War Cube","NA","0","NA","0"
"cur_sta.3163","Aegis","NA","0","NA","0"
"cur_sta.3164","Beyond The Destiny","NA","0","NA","0"
"cur_sta.3165","C. Kane","NA","0","NA","0"
"cur_sta.3166","TROID BLASTER","NA","0","NA","0"
"cur_sta.3167","Snakes on an Extradimensional Plane","NA","0","NA","0"
"cur_sta.3168","The Fleets of Sol","NA","0","NA","0"
"cur_sta.3169","Spacejacked","68","
                                6
                            ","NA","0"
"cur_sta.3170","Ghost Sweeper","NA","0","NA","0"
"cur_sta.3171","Huenison","NA","0","NA","0"
"cur_sta.3172","Bird of Light","NA","
                                2
                            ","NA","0"
"cur_sta.3173","ShowdownVR","NA","0","NA","0"
"cur_sta.3174","Wondee","NA","0","NA","0"
"cur_sta.3175","ASCII Attack","NA","0","NA","0"
"cur_sta.3176","The Turkey of Christmas Past","NA","
                                1
                            ","NA","0"
"cur_sta.3177","Tank Brawl","NA","0","NA","0"
"cur_sta.3178","Always Higher","NA","0","NA","0"
"cur_sta.3179","Mr Nibbles Forever","NA","0","NA","0"
"cur_sta.3180","Super Ubie Island REMIX","NA","
                                1
                            ","NA","0"
"cur_sta.3181","In Extremis","NA","0","NA","0"
"cur_sta.3182","Dragon Bros","NA","0","NA","0"
"cur_sta.3183","Beat The Dictators","NA","0","NA","0"
"cur_sta.3184","Smoots World Cup Tennis","NA","
                                1
                            ","NA","0"
"cur_sta.3185","peakvox Escape Virus HD","NA","0","NA","0"
"cur_sta.3186","Atomic Reconstruction","NA","0","NA","0"
"cur_sta.3187","BowMage","NA","0","NA","0"
"cur_sta.3188","Alpine Ski VR","NA","0","NA","0"
"cur_sta.3189","Geo-Fall","NA","0","NA","0"
"cur_sta.3190","Leave The Nest","NA","0","NA","0"
"cur_sta.3191","S.O.R.S","NA","
                                1
                            ","NA","0"
"cur_sta.3192","ROBUST ROAD ROLLER","NA","0","NA","0"
"cur_sta.3193","Impossible Geometry","NA","0","NA","0"
"cur_sta.3194","Star Phoenix","NA","0","NA","0"
"cur_sta.3195","Magic Hour","NA","0","NA","0"
"cur_sta.3196","Last Days of Spring 2","NA","0","NA","0"
"cur_sta.3197","Jumper Jape","NA","0","NA","0"
"cur_sta.3198","Mustache in Hell","NA","
                                1
                            ","NA","0"
"cur_sta.3199","Elansar","NA","0","NA","0"
"cur_sta.3200","Machine Gun Train Run","NA","0","NA","0"
"cur_sta.3201","Night Vigil","NA","0","NA","0"
"cur_sta.3202","Lolly Joe","NA","0","NA","0"
"cur_sta.3203","Doctor Watson - Treasure Island","NA","0","NA","0"
"cur_sta.3204","Cannonfire Concerto","NA","0","NA","0"
"cur_sta.3205","Vega Tank","NA","0","NA","0"
"cur_sta.3206","Super Robot Jump Jump","NA","0","NA","0"
"cur_sta.3207","Minimal","NA","0","NA","0"
"cur_sta.3208","Second Death","NA","0","NA","0"
"cur_sta.3209","Alchemic Jousts","NA","0","NA","0"
"cur_sta.3210","Archibald's Adventures","NA","0","NA","0"
"cur_sta.3211","Worldy Cup","NA","0","NA","0"
"cur_sta.3212","Lost Cosmonaut","NA","0","NA","0"
"cur_sta.3213","A dead world's dream","NA","0","NA","0"
"cur_sta.3214","Devoured Time","NA","0","NA","0"
"cur_sta.3215","Bounce","NA","0","NA","0"
"cur_sta.3216","Erusal","NA","0","NA","0"
"cur_sta.3217","Rail Cargo Simulator","NA","0","NA","0"
"cur_sta.3218","Power Link VR","NA","0","NA","0"
"cur_sta.3219","The Impossible Travel Agency","NA","0","NA","0"
"cur_sta.3220","Beach Ball Valley","NA","0","NA","0"
"cur_sta.3221","Colony","NA","0","NA","0"
"cur_sta.3222","Tross","NA","0","NA","0"
"cur_sta.3223","PataNoir","NA","0","NA","0"
"cur_sta.3224","Heroes of Loot 2","NA","0","NA","0"
"cur_sta.3225","Azurea Juncture","NA","0","NA","0"
"cur_sta.3226","peakvox Route Candle for Steam","NA","0","NA","0"
"cur_sta.3227","vrAMP","NA","0","NA","0"
"cur_sta.3228","Automata Empire","NA","
                                1
                            ","NA","0"
"cur_sta.3229","Systematic Immunity","NA","0","NA","0"
"cur_sta.3230","Trial by Viking","NA","0","NA","0"
"cur_sta.3231","MechaGore","NA","0","NA","0"
"cur_sta.3232","The Jigsaw Puzzle Room","NA","0","NA","0"
"cur_sta.3233","Otem's Defiance","NA","
                                1
                            ","NA","0"
"cur_sta.3234","Tails","NA","0","NA","0"
"cur_sta.3235","Murder Mystery Adventure","NA","0","NA","0"
"cur_sta.3236","Space Ghost Pirate Zombie Slayer","NA","0","NA","0"
"cur_sta.3237","Aleph Null","NA","0","NA","0"
"cur_sta.3238","Inklings","NA","
                                1
                            ","NA","0"
"cur_sta.3239","Space Scaven","NA","0","NA","0"
"cur_sta.3240","Constricting Cubes","NA","0","NA","0"
"cur_sta.3241","Fast and Curious","NA","0","NA","0"
"cur_sta.3242","Sorcery! Part 3","NA","
                                3
                            ","NA","0"
"cur_sta.3243","Space Survival","NA","0","NA","0"
"cur_sta.3244","Let's Sing 2016","NA","0","NA","0"
"cur_sta.3245","Salvaged","NA","0","NA","0"
"cur_sta.3246","Spellbound","NA","0","NA","0"
"cur_sta.3247","Tormented 12","NA","0","NA","0"
"cur_sta.3248","FIRMA","NA","0","NA","0"
"cur_sta.3249","A Quiver of Crows","NA","0","NA","0"
"cur_sta.3250","Hacked","NA","0","NA","0"
"cur_sta.3251","Mibibli's Quest","NA","0","NA","0"
"cur_sta.3252","WarFire","NA","0","NA","0"
"cur_sta.3253","3D Chess","NA","
                                1
                            ","NA","0"
"cur_sta.3254","Watson's Watch","NA","0","NA","0"
"cur_sta.3255","Fastigium","NA","0","NA","0"
"cur_sta.3256","DeathCrank","NA","0","NA","0"
"cur_sta.3257","Fireworks Desert Blast","NA","0","NA","0"
"cur_sta.3258","Puzzling Rooms VR","NA","0","NA","0"
"cur_sta.3259","Cyborg Rage","NA","0","NA","0"
"cur_sta.3260","Void 21","NA","0","NA","0"
"cur_sta.3261","Spooky Night","NA","0","NA","0"
"cur_sta.3262","Oniris Basket VR","NA","0","NA","0"
"cur_sta.3263","Ghostbusters","38","
                                6
                            ","
0.4
    ","72 Ratings"
"cur_sta.3264","Cosmos Crash VR","NA","0","NA","0"
"cur_sta.3265","Endangered","NA","0","NA","0"
"cur_sta.3266","GemWars","NA","0","NA","0"
"cur_sta.3267","Clouds & Sheep 2","NA","0","NA","0"
"cur_sta.3268","GRAVEN The Purple Moon Prophecy","NA","0","NA","0"
"cur_sta.3269","Ultimate Fight Manager 2016","NA","0","NA","0"
"cur_sta.3270","Gahkthun of the Golden Lightning Steam Edition","NA","
                                1
                            ","NA","0"
"cur_sta.3271","ChaosTower","NA","
                                1
                            ","NA","0"
"cur_sta.3272","iFactor","NA","0","NA","0"
"cur_sta.3273","Astro Duel","NA","0","NA","0"
"cur_sta.3274","Repulsanoid","NA","0","NA","0"
"cur_sta.3275","Hypnorain","NA","0","NA","0"
"cur_sta.3276","The Legions of Rome","NA","0","NA","0"
"cur_sta.3277","Zenza","NA","
                                1
                            ","NA","0"
"cur_sta.3278","Bus Tycoon ND: Night and Day","NA","0","NA","0"
"cur_sta.3279","FritzChess 15","NA","0","NA","0"
"cur_sta.3280","Wincars Racer","NA","0","NA","0"
"cur_sta.3281","Tank Universal 2","NA","0","NA","0"
"cur_sta.3282","Walk The Light","NA","0","NA","0"
"cur_sta.3283","VilleTown","NA","0","NA","0"
"cur_sta.3284","Orczz","NA","0","NA","0"
"cur_sta.3285","Kiya","NA","0","NA","0"
"cur_sta.3286","In Fear I Trust","NA","0","NA","0"
"cur_sta.3287","Ad Exitum","NA","0","NA","0"
"cur_sta.3288","Cricket Captain 2016","NA","
                                1
                            ","NA","0"
"cur_sta.3289","Hyspherical 2","NA","0","NA","0"
"cur_sta.3290","Borstal","NA","0","NA","0"
"cur_sta.3291","Pinheads Bowling VR","NA","0","NA","0"
"cur_sta.3292","Cogs and Cowboys","NA","0","NA","0"
"cur_sta.3293","Puzzle Box","NA","0","NA","0"
"cur_sta.3294",".EXE","NA","0","NA","0"
"cur_sta.3295","BuriedTown","NA","0","NA","0"
"cur_sta.3296","Anguished","NA","0","NA","0"
"cur_sta.3297","Escape Bloody Mary","NA","0","NA","0"
"cur_sta.3298","Dead TrailZ","NA","0","NA","0"
"cur_sta.3299","Veilia","NA","0","NA","0"
"cur_sta.3300","Shock Troopers: 2nd Squad","NA","0","NA","0"
"cur_sta.3301","Armed and Gelatinous","NA","0","NA","0"
"cur_sta.3302","The Dungeons of Castle Madness","NA","0","NA","0"
"cur_sta.3303","Green Moon 2","NA","0","NA","0"
"cur_sta.3304","LooWarVR","NA","0","NA","0"
"cur_sta.3305","The Night Christmas Ended","NA","0","NA","0"
"cur_sta.3306","Spareware","NA","0","NA","0"
"cur_sta.3307","Puzzle Sages","NA","0","NA","0"
"cur_sta.3308","Super Island God VR","NA","0","NA","0"
"cur_sta.3309","Dyadic","NA","0","NA","0"
"cur_sta.3310","Powargrid","NA","0","NA","0"
"cur_sta.3311","Just Bones","NA","0","NA","0"
"cur_sta.3312","Magic Tavern","NA","0","NA","0"
